UF;MUNICIPIO;TIPO DE VEÍCULO;QUANTIDADE
PB;BOQUEIRAO;CICLOMOTOR;9
PB;BOQUEIRAO;MICRO-ONIBUS;21
PB;BOQUEIRAO;MOTOCICLETA;2076
PB;BOQUEIRAO;MOTONETA;217
PB;BOQUEIRAO;ONIBUS;28
PB;BOQUEIRAO;QUADRICICLO;0
PB;BOQUEIRAO;REBOQUE;49
PB;BOQUEIRAO;SEMI-REBOQUE;74
PB;BOQUEIRAO;SIDE-CAR;0
PB;BOQUEIRAO;OUTROS;0
PB;BOQUEIRAO;TRATOR ESTEI;0
PB;BOQUEIRAO;TRATOR RODAS;0
PB;BOQUEIRAO;TRICICLO;25
PB;BOQUEIRAO;UTILITARIO;15
PB;BORBOREMA;AUTOMOVEL;381
PB;BORBOREMA;BONDE;0
PB;BORBOREMA;CAMINHAO;41
PB;BORBOREMA;CAMINHAO TRATOR;0
PB;BORBOREMA;CAMINHONETE;75
PB;BORBOREMA;CAMIONETA;6
PB;BORBOREMA;CHASSI PLATAF;0
PB;BORBOREMA;CICLOMOTOR;0
PB;BORBOREMA;MICRO-ONIBUS;9
PB;BORBOREMA;MOTOCICLETA;490
PB;BORBOREMA;MOTONETA;20
PB;BORBOREMA;ONIBUS;3
PB;BORBOREMA;QUADRICICLO;0
PB;BORBOREMA;REBOQUE;4
PB;BORBOREMA;SEMI-REBOQUE;0
PB;BORBOREMA;SIDE-CAR;0
PB;BORBOREMA;OUTROS;0
PB;BORBOREMA;TRATOR ESTEI;0
PB;BORBOREMA;TRATOR RODAS;0
PB;BORBOREMA;TRICICLO;1
PB;BORBOREMA;UTILITARIO;0
PB;BREJO DO CRUZ;AUTOMOVEL;484
PB;BREJO DO CRUZ;BONDE;0
PB;BREJO DO CRUZ;CAMINHAO;60
PB;BREJO DO CRUZ;CAMINHAO TRATOR;0
PB;BREJO DO CRUZ;CAMINHONETE;224
PB;BREJO DO CRUZ;CAMIONETA;25
PB;BREJO DO CRUZ;CHASSI PLATAF;0
PB;BREJO DO CRUZ;CICLOMOTOR;0
PB;BREJO DO CRUZ;MICRO-ONIBUS;15
PB;BREJO DO CRUZ;MOTOCICLETA;2179
PB;BREJO DO CRUZ;MOTONETA;919
PB;BREJO DO CRUZ;ONIBUS;11
PB;BREJO DO CRUZ;QUADRICICLO;0
PB;BREJO DO CRUZ;REBOQUE;20
PB;BREJO DO CRUZ;SEMI-REBOQUE;0
PB;BREJO DO CRUZ;SIDE-CAR;0
PB;BREJO DO CRUZ;OUTROS;0
PB;BREJO DO CRUZ;TRATOR ESTEI;0
PB;BREJO DO CRUZ;TRATOR RODAS;0
PB;BREJO DO CRUZ;TRICICLO;0
PB;BREJO DO CRUZ;UTILITARIO;9
PB;BREJO DOS SANTOS;AUTOMOVEL;302
PB;BREJO DOS SANTOS;BONDE;0
PB;BREJO DOS SANTOS;CAMINHAO;26
PB;BREJO DOS SANTOS;CAMINHAO TRATOR;0
PB;BREJO DOS SANTOS;CAMINHONETE;55
PB;BREJO DOS SANTOS;CAMIONETA;14
PB;BREJO DOS SANTOS;CHASSI PLATAF;0
PB;BREJO DOS SANTOS;CICLOMOTOR;2
PB;BREJO DOS SANTOS;MICRO-ONIBUS;6
PB;BREJO DOS SANTOS;MOTOCICLETA;1118
PB;BREJO DOS SANTOS;MOTONETA;106
PB;BREJO DOS SANTOS;ONIBUS;4
PB;BREJO DOS SANTOS;QUADRICICLO;0
PB;BREJO DOS SANTOS;REBOQUE;3
PB;BREJO DOS SANTOS;SEMI-REBOQUE;0
PB;BREJO DOS SANTOS;SIDE-CAR;0
PB;BREJO DOS SANTOS;OUTROS;0
PB;BREJO DOS SANTOS;TRATOR ESTEI;0
PB;BREJO DOS SANTOS;TRATOR RODAS;0
PB;BREJO DOS SANTOS;TRICICLO;0
PB;BREJO DOS SANTOS;UTILITARIO;3
PB;CAAPORA;AUTOMOVEL;1622
PB;CAAPORA;BONDE;0
PB;CAAPORA;CAMINHAO;73
PB;CAAPORA;CAMINHAO TRATOR;21
PB;CAAPORA;CAMINHONETE;215
PB;CAAPORA;CAMIONETA;67
PB;CAAPORA;CHASSI PLATAF;0
PB;CAAPORA;CICLOMOTOR;528
PB;CAAPORA;MICRO-ONIBUS;14
PB;CAAPORA;MOTOCICLETA;1109
PB;CAAPORA;MOTONETA;186
PB;CAAPORA;ONIBUS;23
PB;CAAPORA;QUADRICICLO;0
PB;CAAPORA;REBOQUE;38
PB;CAAPORA;SEMI-REBOQUE;35
PB;CAAPORA;SIDE-CAR;0
PB;CAAPORA;OUTROS;0
PB;CAAPORA;TRATOR ESTEI;0
PB;CAAPORA;TRATOR RODAS;0
PB;CAAPORA;TRICICLO;0
PB;CAAPORA;UTILITARIO;13
PB;CABACEIRAS;AUTOMOVEL;599
PB;CABACEIRAS;BONDE;0
PB;CABACEIRAS;CAMINHAO;41
PB;CABACEIRAS;CAMINHAO TRATOR;2
PB;CABACEIRAS;CAMINHONETE;142
PB;CABACEIRAS;CAMIONETA;15
PB;CABACEIRAS;CHASSI PLATAF;0
PB;CABACEIRAS;CICLOMOTOR;0
PB;CABACEIRAS;MICRO-ONIBUS;8
PB;CABACEIRAS;MOTOCICLETA;424
PB;CABACEIRAS;MOTONETA;31
PB;CABACEIRAS;ONIBUS;18
PB;CABACEIRAS;QUADRICICLO;0
PB;CABACEIRAS;REBOQUE;3
PB;CABACEIRAS;SEMI-REBOQUE;3
PB;CABACEIRAS;SIDE-CAR;0
PB;CABACEIRAS;OUTROS;0
PB;CABACEIRAS;TRATOR ESTEI;0
PB;CABACEIRAS;TRATOR RODAS;0
PB;CABACEIRAS;TRICICLO;0
PB;CABACEIRAS;UTILITARIO;1
PB;CABEDELO;AUTOMOVEL;13076
PB;CABEDELO;BONDE;0
PB;CABEDELO;CAMINHAO;512
PB;CABEDELO;CAMINHAO TRATOR;193
PB;CABEDELO;CAMINHONETE;1778
PB;CABEDELO;CAMIONETA;965
PB;CABEDELO;CHASSI PLATAF;1
PB;CABEDELO;CICLOMOTOR;1159
PB;CABEDELO;MICRO-ONIBUS;48
PB;CABEDELO;MOTOCICLETA;6592
PB;CABEDELO;MOTONETA;792
PB;CABEDELO;ONIBUS;47
PB;CABEDELO;QUADRICICLO;0
PB;CABEDELO;REBOQUE;277
PB;CABEDELO;SEMI-REBOQUE;349
PB;CABEDELO;SIDE-CAR;0
PB;CABEDELO;OUTROS;4
PB;CABEDELO;TRATOR ESTEI;0
PB;CABEDELO;TRATOR RODAS;1
PB;CABEDELO;TRICICLO;16
PB;CABEDELO;UTILITARIO;781
PB;CACHOEIRA DOS INDIOS;AUTOMOVEL;580
PB;CACHOEIRA DOS INDIOS;BONDE;0
PB;CACHOEIRA DOS INDIOS;CAMINHAO;21
PB;CACHOEIRA DOS INDIOS;CAMINHAO TRATOR;5
PB;CACHOEIRA DOS INDIOS;CAMINHONETE;133
PB;CACHOEIRA DOS INDIOS;CAMIONETA;9
PB;CACHOEIRA DOS INDIOS;CHASSI PLATAF;0
PB;CACHOEIRA DOS INDIOS;CICLOMOTOR;11
PB;CACHOEIRA DOS INDIOS;MICRO-ONIBUS;9
PB;CACHOEIRA DOS INDIOS;MOTOCICLETA;1363
PB;CACHOEIRA DOS INDIOS;MOTONETA;105
PB;CACHOEIRA DOS INDIOS;ONIBUS;9
PB;CACHOEIRA DOS INDIOS;QUADRICICLO;0
PB;CACHOEIRA DOS INDIOS;REBOQUE;11
PB;CACHOEIRA DOS INDIOS;SEMI-REBOQUE;17
PB;CACHOEIRA DOS INDIOS;SIDE-CAR;0
PB;CACHOEIRA DOS INDIOS;OUTROS;0
PB;CACHOEIRA DOS INDIOS;TRATOR ESTEI;0
PB;CACHOEIRA DOS INDIOS;TRATOR RODAS;0
PB;CACHOEIRA DOS INDIOS;TRICICLO;0
PB;CACHOEIRA DOS INDIOS;UTILITARIO;3
PB;CACIMBA DE AREIA;AUTOMOVEL;197
PB;CACIMBA DE AREIA;BONDE;0
PB;CACIMBA DE AREIA;CAMINHAO;5
PB;CACIMBA DE AREIA;CAMINHAO TRATOR;0
PB;CACIMBA DE AREIA;CAMINHONETE;50
PB;CACIMBA DE AREIA;CAMIONETA;0
PB;CACIMBA DE AREIA;CHASSI PLATAF;0
PB;CACIMBA DE AREIA;CICLOMOTOR;3
PB;CACIMBA DE AREIA;MICRO-ONIBUS;7
PB;CACIMBA DE AREIA;MOTOCICLETA;433
PB;CACIMBA DE AREIA;MOTONETA;16
PB;CACIMBA DE AREIA;ONIBUS;5
PB;CACIMBA DE AREIA;QUADRICICLO;0
PB;CACIMBA DE AREIA;REBOQUE;5
PB;CACIMBA DE AREIA;SEMI-REBOQUE;0
PB;CACIMBA DE AREIA;SIDE-CAR;0
PB;CACIMBA DE AREIA;OUTROS;0
PB;CACIMBA DE AREIA;TRATOR ESTEI;0
PB;CACIMBA DE AREIA;TRATOR RODAS;0
PB;CACIMBA DE AREIA;TRICICLO;1
PB;CACIMBA DE AREIA;UTILITARIO;1
PB;CACIMBA DE DENTRO;AUTOMOVEL;1081
PB;CACIMBA DE DENTRO;BONDE;0
PB;CACIMBA DE DENTRO;CAMINHAO;93
PB;CACIMBA DE DENTRO;CAMINHAO TRATOR;1
PB;CACIMBA DE DENTRO;CAMINHONETE;137
PB;CACIMBA DE DENTRO;CAMIONETA;49
PB;CACIMBA DE DENTRO;CHASSI PLATAF;0
PB;CACIMBA DE DENTRO;CICLOMOTOR;1
PB;CACIMBA DE DENTRO;MICRO-ONIBUS;19
PB;CACIMBA DE DENTRO;MOTOCICLETA;1257
PB;CACIMBA DE DENTRO;MOTONETA;161
PB;CACIMBA DE DENTRO;ONIBUS;34
PB;CACIMBA DE DENTRO;QUADRICICLO;0
PB;CACIMBA DE DENTRO;REBOQUE;11
PB;CACIMBA DE DENTRO;SEMI-REBOQUE;3
PB;CACIMBA DE DENTRO;SIDE-CAR;0
PB;CACIMBA DE DENTRO;OUTROS;0
PB;CACIMBA DE DENTRO;TRATOR ESTEI;0
PB;CACIMBA DE DENTRO;TRATOR RODAS;0
PB;CACIMBA DE DENTRO;TRICICLO;0
PB;CACIMBA DE DENTRO;UTILITARIO;6
PB;CACIMBAS;AUTOMOVEL;345
PB;CACIMBAS;BONDE;0
PB;CACIMBAS;CAMINHAO;6
PB;CACIMBAS;CAMINHAO TRATOR;0
PB;CACIMBAS;CAMINHONETE;104
PB;CACIMBAS;CAMIONETA;4
PB;CACIMBAS;CHASSI PLATAF;0
PB;CACIMBAS;CICLOMOTOR;1
PB;CACIMBAS;MICRO-ONIBUS;13
PB;CACIMBAS;MOTOCICLETA;714
PB;CACIMBAS;MOTONETA;35
PB;CACIMBAS;ONIBUS;4
PB;CACIMBAS;QUADRICICLO;0
PB;CACIMBAS;REBOQUE;1
PB;CACIMBAS;SEMI-REBOQUE;0
PB;CACIMBAS;SIDE-CAR;0
PB;CACIMBAS;OUTROS;0
PB;CACIMBAS;TRATOR ESTEI;0
PB;CACIMBAS;TRATOR RODAS;0
PB;CACIMBAS;TRICICLO;1
PB;CACIMBAS;UTILITARIO;5
PB;CAICARA;AUTOMOVEL;448
PB;CAICARA;BONDE;0
PB;CAICARA;CAMINHAO;16
PB;CAICARA;CAMINHAO TRATOR;0
PB;CAICARA;CAMINHONETE;79
PB;CAICARA;CAMIONETA;13
PB;CAICARA;CHASSI PLATAF;0
PB;CAICARA;CICLOMOTOR;9
PB;CAICARA;MICRO-ONIBUS;4
PB;CAICARA;MOTOCICLETA;869
PB;CAICARA;MOTONETA;75
PB;CAICARA;ONIBUS;5
PB;CAICARA;QUADRICICLO;0
PB;CAICARA;REBOQUE;5
PB;CAICARA;SEMI-REBOQUE;1
PB;CAICARA;SIDE-CAR;0
PB;CAICARA;OUTROS;0
PB;CAICARA;TRATOR ESTEI;0
PB;CAICARA;TRATOR RODAS;0
PB;CAICARA;TRICICLO;0
PB;CAICARA;UTILITARIO;1
PB;CAJAZEIRAS;AUTOMOVEL;11310
PB;CAJAZEIRAS;BONDE;0
PB;CAJAZEIRAS;CAMINHAO;437
PB;CAJAZEIRAS;CAMINHAO TRATOR;40
PB;CAJAZEIRAS;CAMINHONETE;2562
PB;CAJAZEIRAS;CAMIONETA;483
PB;CAJAZEIRAS;CHASSI PLATAF;0
PB;CAJAZEIRAS;CICLOMOTOR;168
PB;CAJAZEIRAS;MICRO-ONIBUS;57
PB;CAJAZEIRAS;MOTOCICLETA;14476
PB;CAJAZEIRAS;MOTONETA;3886
PB;CAJAZEIRAS;ONIBUS;75
PB;CAJAZEIRAS;QUADRICICLO;0
PB;CAJAZEIRAS;REBOQUE;238
PB;CAJAZEIRAS;SEMI-REBOQUE;58
PB;CAJAZEIRAS;SIDE-CAR;1
PB;CAJAZEIRAS;OUTROS;0
PB;CAJAZEIRAS;TRATOR ESTEI;0
PB;CAJAZEIRAS;TRATOR RODAS;1
PB;CAJAZEIRAS;TRICICLO;12
PB;CAJAZEIRAS;UTILITARIO;173
PB;CAJAZEIRINHAS;AUTOMOVEL;108
PB;CAJAZEIRINHAS;BONDE;0
PB;CAJAZEIRINHAS;CAMINHAO;5
PB;CAJAZEIRINHAS;CAMINHAO TRATOR;2
PB;CAJAZEIRINHAS;CAMINHONETE;65
PB;CAJAZEIRINHAS;CAMIONETA;17
PB;CAJAZEIRINHAS;CHASSI PLATAF;0
PB;CAJAZEIRINHAS;CICLOMOTOR;1
PB;CAJAZEIRINHAS;MICRO-ONIBUS;1
PB;CAJAZEIRINHAS;MOTOCICLETA;386
PB;CAJAZEIRINHAS;MOTONETA;88
PB;CAJAZEIRINHAS;ONIBUS;4
PB;CAJAZEIRINHAS;QUADRICICLO;0
PB;CAJAZEIRINHAS;REBOQUE;3
PB;CAJAZEIRINHAS;SEMI-REBOQUE;4
PB;CAJAZEIRINHAS;SIDE-CAR;0
PB;CAJAZEIRINHAS;OUTROS;0
PB;CAJAZEIRINHAS;TRATOR ESTEI;0
PB;CAJAZEIRINHAS;TRATOR RODAS;0
PB;CAJAZEIRINHAS;TRICICLO;0
PB;CAJAZEIRINHAS;UTILITARIO;0
PB;CALDAS BRANDAO;AUTOMOVEL;530
PB;CALDAS BRANDAO;BONDE;0
PB;CALDAS BRANDAO;CAMINHAO;41
PB;CALDAS BRANDAO;CAMINHAO TRATOR;1
PB;CALDAS BRANDAO;CAMINHONETE;57
PB;CALDAS BRANDAO;CAMIONETA;7
PB;CALDAS BRANDAO;CHASSI PLATAF;0
PB;CALDAS BRANDAO;CICLOMOTOR;38
PB;CALDAS BRANDAO;MICRO-ONIBUS;5
PB;CALDAS BRANDAO;MOTOCICLETA;883
PB;CALDAS BRANDAO;MOTONETA;63
PB;CALDAS BRANDAO;ONIBUS;9
PB;CALDAS BRANDAO;QUADRICICLO;0
PB;CALDAS BRANDAO;REBOQUE;10
PB;CALDAS BRANDAO;SEMI-REBOQUE;2
PB;CALDAS BRANDAO;SIDE-CAR;0
PB;CALDAS BRANDAO;OUTROS;0
PB;CALDAS BRANDAO;TRATOR ESTEI;0
PB;CALDAS BRANDAO;TRATOR RODAS;0
PB;CALDAS BRANDAO;TRICICLO;0
PB;CALDAS BRANDAO;UTILITARIO;3
PB;CAMALAU;AUTOMOVEL;301
PB;CAMALAU;BONDE;0
PB;CAMALAU;CAMINHAO;43
PB;CAMALAU;CAMINHAO TRATOR;2
PB;CAMALAU;CAMINHONETE;110
PB;CAMALAU;CAMIONETA;11
PB;CAMALAU;CHASSI PLATAF;0
PB;CAMALAU;CICLOMOTOR;1
PB;CAMALAU;MICRO-ONIBUS;11
PB;CAMALAU;MOTOCICLETA;379
PB;CAMALAU;MOTONETA;18
PB;CAMALAU;ONIBUS;17
PB;CAMALAU;QUADRICICLO;0
PB;CAMALAU;REBOQUE;7
PB;CAMALAU;SEMI-REBOQUE;2
PB;CAMALAU;SIDE-CAR;0
PB;CAMALAU;OUTROS;0
PB;CAMALAU;TRATOR ESTEI;0
PB;CAMALAU;TRATOR RODAS;0
PB;CAMALAU;TRICICLO;0
PB;CAMALAU;UTILITARIO;3
PB;CAMPINA GRANDE;AUTOMOVEL;91994
PB;CAMPINA GRANDE;BONDE;0
PB;CAMPINA GRANDE;CAMINHAO;4295
PB;CAMPINA GRANDE;CAMINHAO TRATOR;679
PB;CAMPINA GRANDE;CAMINHONETE;12489
PB;CAMPINA GRANDE;CAMIONETA;4340
PB;CAMPINA GRANDE;CHASSI PLATAF;0
PB;CAMPINA GRANDE;CICLOMOTOR;5676
PB;CAMPINA GRANDE;MICRO-ONIBUS;383
PB;CAMPINA GRANDE;MOTOCICLETA;59341
PB;CAMPINA GRANDE;MOTONETA;9729
PB;CAMPINA GRANDE;ONIBUS;897
PB;CAMPINA GRANDE;QUADRICICLO;1
PB;CAMPINA GRANDE;REBOQUE;1962
PB;CAMPINA GRANDE;SEMI-REBOQUE;1029
PB;CAMPINA GRANDE;SIDE-CAR;3
PB;CAMPINA GRANDE;OUTROS;14
PB;CAMPINA GRANDE;TRATOR ESTEI;0
PB;CAMPINA GRANDE;TRATOR RODAS;3
PB;CAMPINA GRANDE;TRICICLO;62
PB;CAMPINA GRANDE;UTILITARIO;2368
PB;CAPIM;AUTOMOVEL;557
PB;CAPIM;BONDE;0
PB;CAPIM;CAMINHAO;32
PB;CAPIM;CAMINHAO TRATOR;0
PB;CAPIM;CAMINHONETE;61
PB;CAPIM;CAMIONETA;13
PB;CAPIM;CHASSI PLATAF;0
PB;CAPIM;CICLOMOTOR;16
PB;CAPIM;MICRO-ONIBUS;12
PB;CAPIM;MOTOCICLETA;519
PB;CAPIM;MOTONETA;45
PB;CAPIM;ONIBUS;24
PB;CAPIM;QUADRICICLO;0
PB;CAPIM;REBOQUE;2
PB;CAPIM;SEMI-REBOQUE;2
PB;CAPIM;SIDE-CAR;0
PB;CAPIM;OUTROS;0
PB;CAPIM;TRATOR ESTEI;0
PB;CAPIM;TRATOR RODAS;0
PB;CAPIM;TRICICLO;0
PB;CAPIM;UTILITARIO;4
PB;CARAUBAS;AUTOMOVEL;169
PB;CARAUBAS;BONDE;0
PB;CARAUBAS;CAMINHAO;15
PB;CARAUBAS;CAMINHAO TRATOR;0
PB;CARAUBAS;CAMINHONETE;76
PB;CARAUBAS;CAMIONETA;6
PB;CARAUBAS;CHASSI PLATAF;0
PB;CARAUBAS;CICLOMOTOR;0
PB;CARAUBAS;MICRO-ONIBUS;16
PB;CARAUBAS;MOTOCICLETA;154
PB;CARAUBAS;MOTONETA;2
PB;CARAUBAS;ONIBUS;5
PB;CARAUBAS;QUADRICICLO;0
PB;CARAUBAS;REBOQUE;3
PB;CARAUBAS;SEMI-REBOQUE;0
PB;CARAUBAS;SIDE-CAR;0
PB;CARAUBAS;OUTROS;0
PB;CARAUBAS;TRATOR ESTEI;0
PB;CARAUBAS;TRATOR RODAS;0
PB;CARAUBAS;TRICICLO;0
PB;CARAUBAS;UTILITARIO;5
PB;CARRAPATEIRA;AUTOMOVEL;109
PB;CARRAPATEIRA;BONDE;0
PB;CARRAPATEIRA;CAMINHAO;6
PB;CARRAPATEIRA;CAMINHAO TRATOR;0
PB;CARRAPATEIRA;CAMINHONETE;50
PB;CARRAPATEIRA;CAMIONETA;2
PB;CARRAPATEIRA;CHASSI PLATAF;0
PB;CARRAPATEIRA;CICLOMOTOR;0
PB;CARRAPATEIRA;MICRO-ONIBUS;1
PB;CARRAPATEIRA;MOTOCICLETA;388
PB;CARRAPATEIRA;MOTONETA;22
PB;CARRAPATEIRA;ONIBUS;3
PB;CARRAPATEIRA;QUADRICICLO;0
PB;CARRAPATEIRA;REBOQUE;3
PB;CARRAPATEIRA;SEMI-REBOQUE;0
PB;CARRAPATEIRA;SIDE-CAR;0
PB;CARRAPATEIRA;OUTROS;0
PB;CARRAPATEIRA;TRATOR ESTEI;0
PB;CARRAPATEIRA;TRATOR RODAS;0
PB;CARRAPATEIRA;TRICICLO;0
PB;CARRAPATEIRA;UTILITARIO;0
PB;CASSERENGUE;AUTOMOVEL;550
PB;CASSERENGUE;BONDE;0
PB;CASSERENGUE;CAMINHAO;51
PB;CASSERENGUE;CAMINHAO TRATOR;1
PB;CASSERENGUE;CAMINHONETE;92
PB;CASSERENGUE;CAMIONETA;36
PB;CASSERENGUE;CHASSI PLATAF;0
PB;CASSERENGUE;CICLOMOTOR;1
PB;CASSERENGUE;MICRO-ONIBUS;11
PB;CASSERENGUE;MOTOCICLETA;273
PB;CASSERENGUE;MOTONETA;47
PB;CASSERENGUE;ONIBUS;17
PB;CASSERENGUE;QUADRICICLO;0
PB;CASSERENGUE;REBOQUE;2
PB;CASSERENGUE;SEMI-REBOQUE;1
PB;CASSERENGUE;SIDE-CAR;0
PB;CASSERENGUE;OUTROS;0
PB;CASSERENGUE;TRATOR ESTEI;0
PB;CASSERENGUE;TRATOR RODAS;0
PB;CASSERENGUE;TRICICLO;1
PB;CASSERENGUE;UTILITARIO;0
PB;CATINGUEIRA;AUTOMOVEL;212
PB;CATINGUEIRA;BONDE;0
PB;CATINGUEIRA;CAMINHAO;22
PB;CATINGUEIRA;CAMINHAO TRATOR;0
PB;CATINGUEIRA;CAMINHONETE;63
PB;CATINGUEIRA;CAMIONETA;26
PB;CATINGUEIRA;CHASSI PLATAF;0
PB;CATINGUEIRA;CICLOMOTOR;1
PB;CATINGUEIRA;MICRO-ONIBUS;5
PB;CATINGUEIRA;MOTOCICLETA;382
PB;CATINGUEIRA;MOTONETA;34
PB;CATINGUEIRA;ONIBUS;1
PB;CATINGUEIRA;QUADRICICLO;0
PB;CATINGUEIRA;REBOQUE;9
PB;CATINGUEIRA;SEMI-REBOQUE;0
PB;CATINGUEIRA;SIDE-CAR;0
PB;CATINGUEIRA;OUTROS;0
PB;CATINGUEIRA;TRATOR ESTEI;0
PB;CATINGUEIRA;TRATOR RODAS;0
PB;CATINGUEIRA;TRICICLO;0
PB;CATINGUEIRA;UTILITARIO;1
PB;CATOLE DO ROCHA;AUTOMOVEL;3255
PB;CATOLE DO ROCHA;BONDE;0
PB;CATOLE DO ROCHA;CAMINHAO;239
PB;CATOLE DO ROCHA;CAMINHAO TRATOR;20
PB;CATOLE DO ROCHA;CAMINHONETE;709
PB;CATOLE DO ROCHA;CAMIONETA;136
PB;CATOLE DO ROCHA;CHASSI PLATAF;0
PB;CATOLE DO ROCHA;CICLOMOTOR;41
PB;CATOLE DO ROCHA;MICRO-ONIBUS;55
PB;CATOLE DO ROCHA;MOTOCICLETA;7407
PB;CATOLE DO ROCHA;MOTONETA;2462
PB;CATOLE DO ROCHA;ONIBUS;16
PB;CATOLE DO ROCHA;QUADRICICLO;0
PB;CATOLE DO ROCHA;REBOQUE;80
PB;CATOLE DO ROCHA;SEMI-REBOQUE;39
PB;CATOLE DO ROCHA;SIDE-CAR;0
PB;CATOLE DO ROCHA;OUTROS;0
PB;CATOLE DO ROCHA;TRATOR ESTEI;0
PB;CATOLE DO ROCHA;TRATOR RODAS;0
PB;CATOLE DO ROCHA;TRICICLO;3
PB;CATOLE DO ROCHA;UTILITARIO;63
PB;CATURITE;AUTOMOVEL;539
PB;CATURITE;BONDE;0
PB;CATURITE;CAMINHAO;109
PB;CATURITE;CAMINHAO TRATOR;4
PB;CATURITE;CAMINHONETE;170
PB;CATURITE;CAMIONETA;32
PB;CATURITE;CHASSI PLATAF;0
PB;CATURITE;CICLOMOTOR;2
PB;CATURITE;MICRO-ONIBUS;25
PB;CATURITE;MOTOCICLETA;584
PB;CATURITE;MOTONETA;45
PB;CATURITE;ONIBUS;14
PB;CATURITE;QUADRICICLO;0
PB;CATURITE;REBOQUE;7
PB;CATURITE;SEMI-REBOQUE;6
PB;CATURITE;SIDE-CAR;0
PB;CATURITE;OUTROS;0
PB;CATURITE;TRATOR ESTEI;0
PB;CATURITE;TRATOR RODAS;0
PB;CATURITE;TRICICLO;1
PB;CATURITE;UTILITARIO;3
PB;CONCEICAO;AUTOMOVEL;1187
PB;CONCEICAO;BONDE;0
PB;CONCEICAO;CAMINHAO;107
PB;CONCEICAO;CAMINHAO TRATOR;5
PB;CONCEICAO;CAMINHONETE;390
PB;CONCEICAO;CAMIONETA;39
PB;CONCEICAO;CHASSI PLATAF;0
PB;CONCEICAO;CICLOMOTOR;69
PB;CONCEICAO;MICRO-ONIBUS;38
PB;CONCEICAO;MOTOCICLETA;2909
PB;CONCEICAO;MOTONETA;398
PB;CONCEICAO;ONIBUS;10
PB;CONCEICAO;QUADRICICLO;0
PB;CONCEICAO;REBOQUE;24
PB;CONCEICAO;SEMI-REBOQUE;4
PB;CONCEICAO;SIDE-CAR;0
PB;CONCEICAO;OUTROS;0
PB;CONCEICAO;TRATOR ESTEI;0
PB;CONCEICAO;TRATOR RODAS;0
PB;CONCEICAO;TRICICLO;2
PB;CONCEICAO;UTILITARIO;14
PB;CONDADO;AUTOMOVEL;400
PB;CONDADO;BONDE;0
PB;CONDADO;CAMINHAO;40
PB;CONDADO;CAMINHAO TRATOR;0
PB;CONDADO;CAMINHONETE;115
PB;CONDADO;CAMIONETA;21
PB;CONDADO;CHASSI PLATAF;0
PB;CONDADO;CICLOMOTOR;5
PB;CONDADO;MICRO-ONIBUS;8
PB;CONDADO;MOTOCICLETA;868
PB;CONDADO;MOTONETA;159
PB;CONDADO;ONIBUS;9
PB;CONDADO;QUADRICICLO;0
PB;CONDADO;REBOQUE;15
PB;CONDADO;SEMI-REBOQUE;0
PB;CONDADO;SIDE-CAR;0
PB;CONDADO;OUTROS;0
PB;CONDADO;TRATOR ESTEI;0
PB;CONDADO;TRATOR RODAS;0
PB;CONDADO;TRICICLO;1
PB;CONDADO;UTILITARIO;1
PB;CONDE;AUTOMOVEL;2451
PB;CONDE;BONDE;0
PB;CONDE;CAMINHAO;190
PB;CONDE;CAMINHAO TRATOR;33
PB;CONDE;CAMINHONETE;569
PB;CONDE;CAMIONETA;149
PB;CONDE;CHASSI PLATAF;0
PB;CONDE;CICLOMOTOR;193
PB;CONDE;MICRO-ONIBUS;28
PB;CONDE;MOTOCICLETA;3081
PB;CONDE;MOTONETA;67
PB;CONDE;ONIBUS;28
PB;CONDE;QUADRICICLO;0
PB;CONDE;REBOQUE;46
PB;CONDE;SEMI-REBOQUE;73
PB;CONDE;SIDE-CAR;0
PB;CONDE;OUTROS;0
PB;CONDE;TRATOR ESTEI;0
PB;CONDE;TRATOR RODAS;10
PB;CONDE;TRICICLO;0
PB;CONDE;UTILITARIO;43
PB;CONGO;AUTOMOVEL;327
PB;CONGO;BONDE;0
PB;CONGO;CAMINHAO;27
PB;CONGO;CAMINHAO TRATOR;1
PB;CONGO;CAMINHONETE;111
PB;CONGO;CAMIONETA;11
PB;CONGO;CHASSI PLATAF;0
PB;CONGO;CICLOMOTOR;1
PB;CONGO;MICRO-ONIBUS;11
PB;CONGO;MOTOCICLETA;352
PB;CONGO;MOTONETA;10
PB;CONGO;ONIBUS;6
PB;CONGO;QUADRICICLO;0
PB;CONGO;REBOQUE;8
PB;CONGO;SEMI-REBOQUE;1
PB;CONGO;SIDE-CAR;0
PB;CONGO;OUTROS;0
PB;CONGO;TRATOR ESTEI;0
PB;CONGO;TRATOR RODAS;0
PB;CONGO;TRICICLO;0
PB;CONGO;UTILITARIO;6
PB;COREMAS;AUTOMOVEL;848
PB;COREMAS;BONDE;0
PB;COREMAS;CAMINHAO;82
PB;COREMAS;CAMINHAO TRATOR;2
PB;COREMAS;CAMINHONETE;451
PB;COREMAS;CAMIONETA;62
PB;COREMAS;CHASSI PLATAF;0
PB;COREMAS;CICLOMOTOR;11
PB;COREMAS;MICRO-ONIBUS;32
PB;COREMAS;MOTOCICLETA;3469
PB;COREMAS;MOTONETA;364
PB;COREMAS;ONIBUS;10
PB;COREMAS;QUADRICICLO;0
PB;COREMAS;REBOQUE;19
