UF;MUNICIPIO;TIPO DE VEÍCULO;QUANTIDADE
BA;JAGUARIPE;CICLOMOTOR;6
BA;JAGUARIPE;MICRO-ONIBUS;44
BA;JAGUARIPE;MOTOCICLETA;929
BA;JAGUARIPE;MOTONETA;13
BA;JAGUARIPE;ONIBUS;45
BA;JAGUARIPE;QUADRICICLO;0
BA;JAGUARIPE;REBOQUE;12
BA;JAGUARIPE;SEMI-REBOQUE;1
BA;JAGUARIPE;SIDE-CAR;0
BA;JAGUARIPE;OUTROS;0
BA;JAGUARIPE;TRATOR ESTEI;0
BA;JAGUARIPE;TRATOR RODAS;0
BA;JAGUARIPE;TRICICLO;1
BA;JAGUARIPE;UTILITARIO;4
BA;JANDAIRA;AUTOMOVEL;313
BA;JANDAIRA;BONDE;0
BA;JANDAIRA;CAMINHAO;34
BA;JANDAIRA;CAMINHAO TRATOR;2
BA;JANDAIRA;CAMINHONETE;77
BA;JANDAIRA;CAMIONETA;23
BA;JANDAIRA;CHASSI PLATAF;0
BA;JANDAIRA;CICLOMOTOR;0
BA;JANDAIRA;MICRO-ONIBUS;5
BA;JANDAIRA;MOTOCICLETA;403
BA;JANDAIRA;MOTONETA;23
BA;JANDAIRA;ONIBUS;18
BA;JANDAIRA;QUADRICICLO;0
BA;JANDAIRA;REBOQUE;23
BA;JANDAIRA;SEMI-REBOQUE;3
BA;JANDAIRA;SIDE-CAR;0
BA;JANDAIRA;OUTROS;0
BA;JANDAIRA;TRATOR ESTEI;0
BA;JANDAIRA;TRATOR RODAS;0
BA;JANDAIRA;TRICICLO;0
BA;JANDAIRA;UTILITARIO;9
BA;JEQUIE;AUTOMOVEL;24191
BA;JEQUIE;BONDE;0
BA;JEQUIE;CAMINHAO;2030
BA;JEQUIE;CAMINHAO TRATOR;339
BA;JEQUIE;CAMINHONETE;5366
BA;JEQUIE;CAMIONETA;1644
BA;JEQUIE;CHASSI PLATAF;0
BA;JEQUIE;CICLOMOTOR;22
BA;JEQUIE;MICRO-ONIBUS;210
BA;JEQUIE;MOTOCICLETA;27305
BA;JEQUIE;MOTONETA;8016
BA;JEQUIE;ONIBUS;426
BA;JEQUIE;QUADRICICLO;0
BA;JEQUIE;REBOQUE;572
BA;JEQUIE;SEMI-REBOQUE;440
BA;JEQUIE;SIDE-CAR;78
BA;JEQUIE;OUTROS;1
BA;JEQUIE;TRATOR ESTEI;0
BA;JEQUIE;TRATOR RODAS;0
BA;JEQUIE;TRICICLO;72
BA;JEQUIE;UTILITARIO;348
BA;JEREMOABO;AUTOMOVEL;2364
BA;JEREMOABO;BONDE;0
BA;JEREMOABO;CAMINHAO;106
BA;JEREMOABO;CAMINHAO TRATOR;15
BA;JEREMOABO;CAMINHONETE;601
BA;JEREMOABO;CAMIONETA;82
BA;JEREMOABO;CHASSI PLATAF;0
BA;JEREMOABO;CICLOMOTOR;7
BA;JEREMOABO;MICRO-ONIBUS;38
BA;JEREMOABO;MOTOCICLETA;4851
BA;JEREMOABO;MOTONETA;230
BA;JEREMOABO;ONIBUS;67
BA;JEREMOABO;QUADRICICLO;0
BA;JEREMOABO;REBOQUE;92
BA;JEREMOABO;SEMI-REBOQUE;20
BA;JEREMOABO;SIDE-CAR;0
BA;JEREMOABO;OUTROS;0
BA;JEREMOABO;TRATOR ESTEI;0
BA;JEREMOABO;TRATOR RODAS;0
BA;JEREMOABO;TRICICLO;3
BA;JEREMOABO;UTILITARIO;13
BA;JIQUIRICA;AUTOMOVEL;1138
BA;JIQUIRICA;BONDE;0
BA;JIQUIRICA;CAMINHAO;67
BA;JIQUIRICA;CAMINHAO TRATOR;0
BA;JIQUIRICA;CAMINHONETE;339
BA;JIQUIRICA;CAMIONETA;67
BA;JIQUIRICA;CHASSI PLATAF;0
BA;JIQUIRICA;CICLOMOTOR;1
BA;JIQUIRICA;MICRO-ONIBUS;30
BA;JIQUIRICA;MOTOCICLETA;1926
BA;JIQUIRICA;MOTONETA;115
BA;JIQUIRICA;ONIBUS;27
BA;JIQUIRICA;QUADRICICLO;0
BA;JIQUIRICA;REBOQUE;19
BA;JIQUIRICA;SEMI-REBOQUE;0
BA;JIQUIRICA;SIDE-CAR;0
BA;JIQUIRICA;OUTROS;0
BA;JIQUIRICA;TRATOR ESTEI;0
BA;JIQUIRICA;TRATOR RODAS;0
BA;JIQUIRICA;TRICICLO;1
BA;JIQUIRICA;UTILITARIO;4
BA;JITAUNA;AUTOMOVEL;788
BA;JITAUNA;BONDE;0
BA;JITAUNA;CAMINHAO;42
BA;JITAUNA;CAMINHAO TRATOR;4
BA;JITAUNA;CAMINHONETE;246
BA;JITAUNA;CAMIONETA;44
BA;JITAUNA;CHASSI PLATAF;0
BA;JITAUNA;CICLOMOTOR;0
BA;JITAUNA;MICRO-ONIBUS;17
BA;JITAUNA;MOTOCICLETA;914
BA;JITAUNA;MOTONETA;95
BA;JITAUNA;ONIBUS;24
BA;JITAUNA;QUADRICICLO;0
BA;JITAUNA;REBOQUE;9
BA;JITAUNA;SEMI-REBOQUE;0
BA;JITAUNA;SIDE-CAR;0
BA;JITAUNA;OUTROS;0
BA;JITAUNA;TRATOR ESTEI;0
BA;JITAUNA;TRATOR RODAS;0
BA;JITAUNA;TRICICLO;0
BA;JITAUNA;UTILITARIO;9
BA;JOAO DOURADO;AUTOMOVEL;2578
BA;JOAO DOURADO;BONDE;0
BA;JOAO DOURADO;CAMINHAO;196
BA;JOAO DOURADO;CAMINHAO TRATOR;1
BA;JOAO DOURADO;CAMINHONETE;581
BA;JOAO DOURADO;CAMIONETA;51
BA;JOAO DOURADO;CHASSI PLATAF;0
BA;JOAO DOURADO;CICLOMOTOR;0
BA;JOAO DOURADO;MICRO-ONIBUS;56
BA;JOAO DOURADO;MOTOCICLETA;1932
BA;JOAO DOURADO;MOTONETA;112
BA;JOAO DOURADO;ONIBUS;57
BA;JOAO DOURADO;QUADRICICLO;0
BA;JOAO DOURADO;REBOQUE;27
BA;JOAO DOURADO;SEMI-REBOQUE;1
BA;JOAO DOURADO;SIDE-CAR;3
BA;JOAO DOURADO;OUTROS;0
BA;JOAO DOURADO;TRATOR ESTEI;0
BA;JOAO DOURADO;TRATOR RODAS;0
BA;JOAO DOURADO;TRICICLO;6
BA;JOAO DOURADO;UTILITARIO;22
BA;JUAZEIRO;AUTOMOVEL;39817
BA;JUAZEIRO;BONDE;0
BA;JUAZEIRO;CAMINHAO;3071
BA;JUAZEIRO;CAMINHAO TRATOR;271
BA;JUAZEIRO;CAMINHONETE;10695
BA;JUAZEIRO;CAMIONETA;2109
BA;JUAZEIRO;CHASSI PLATAF;3
BA;JUAZEIRO;CICLOMOTOR;359
BA;JUAZEIRO;MICRO-ONIBUS;1099
BA;JUAZEIRO;MOTOCICLETA;42700
BA;JUAZEIRO;MOTONETA;4194
BA;JUAZEIRO;ONIBUS;1188
BA;JUAZEIRO;QUADRICICLO;0
BA;JUAZEIRO;REBOQUE;1270
BA;JUAZEIRO;SEMI-REBOQUE;520
BA;JUAZEIRO;SIDE-CAR;15
BA;JUAZEIRO;OUTROS;6
BA;JUAZEIRO;TRATOR ESTEI;0
BA;JUAZEIRO;TRATOR RODAS;2
BA;JUAZEIRO;TRICICLO;46
BA;JUAZEIRO;UTILITARIO;697
BA;JUCURUCU;AUTOMOVEL;309
BA;JUCURUCU;BONDE;0
BA;JUCURUCU;CAMINHAO;21
BA;JUCURUCU;CAMINHAO TRATOR;0
BA;JUCURUCU;CAMINHONETE;132
BA;JUCURUCU;CAMIONETA;22
BA;JUCURUCU;CHASSI PLATAF;0
BA;JUCURUCU;CICLOMOTOR;0
BA;JUCURUCU;MICRO-ONIBUS;3
BA;JUCURUCU;MOTOCICLETA;946
BA;JUCURUCU;MOTONETA;30
BA;JUCURUCU;ONIBUS;9
BA;JUCURUCU;QUADRICICLO;0
BA;JUCURUCU;REBOQUE;2
BA;JUCURUCU;SEMI-REBOQUE;5
BA;JUCURUCU;SIDE-CAR;0
BA;JUCURUCU;OUTROS;0
BA;JUCURUCU;TRATOR ESTEI;0
BA;JUCURUCU;TRATOR RODAS;1
BA;JUCURUCU;TRICICLO;1
BA;JUCURUCU;UTILITARIO;4
BA;JUSSARA;AUTOMOVEL;1285
BA;JUSSARA;BONDE;0
BA;JUSSARA;CAMINHAO;82
BA;JUSSARA;CAMINHAO TRATOR;0
BA;JUSSARA;CAMINHONETE;355
BA;JUSSARA;CAMIONETA;39
BA;JUSSARA;CHASSI PLATAF;0
BA;JUSSARA;CICLOMOTOR;1
BA;JUSSARA;MICRO-ONIBUS;26
BA;JUSSARA;MOTOCICLETA;1612
BA;JUSSARA;MOTONETA;74
BA;JUSSARA;ONIBUS;24
BA;JUSSARA;QUADRICICLO;0
BA;JUSSARA;REBOQUE;10
BA;JUSSARA;SEMI-REBOQUE;0
BA;JUSSARA;SIDE-CAR;0
BA;JUSSARA;OUTROS;0
BA;JUSSARA;TRATOR ESTEI;0
BA;JUSSARA;TRATOR RODAS;0
BA;JUSSARA;TRICICLO;1
BA;JUSSARA;UTILITARIO;12
BA;JUSSARI;AUTOMOVEL;313
BA;JUSSARI;BONDE;0
BA;JUSSARI;CAMINHAO;17
BA;JUSSARI;CAMINHAO TRATOR;0
BA;JUSSARI;CAMINHONETE;107
BA;JUSSARI;CAMIONETA;11
BA;JUSSARI;CHASSI PLATAF;0
BA;JUSSARI;CICLOMOTOR;0
BA;JUSSARI;MICRO-ONIBUS;2
BA;JUSSARI;MOTOCICLETA;435
BA;JUSSARI;MOTONETA;17
BA;JUSSARI;ONIBUS;5
BA;JUSSARI;QUADRICICLO;0
BA;JUSSARI;REBOQUE;8
BA;JUSSARI;SEMI-REBOQUE;0
BA;JUSSARI;SIDE-CAR;0
BA;JUSSARI;OUTROS;0
BA;JUSSARI;TRATOR ESTEI;0
BA;JUSSARI;TRATOR RODAS;0
BA;JUSSARI;TRICICLO;0
BA;JUSSARI;UTILITARIO;0
BA;JUSSIAPE;AUTOMOVEL;629
BA;JUSSIAPE;BONDE;0
BA;JUSSIAPE;CAMINHAO;70
BA;JUSSIAPE;CAMINHAO TRATOR;2
BA;JUSSIAPE;CAMINHONETE;309
BA;JUSSIAPE;CAMIONETA;27
BA;JUSSIAPE;CHASSI PLATAF;0
BA;JUSSIAPE;CICLOMOTOR;0
BA;JUSSIAPE;MICRO-ONIBUS;39
BA;JUSSIAPE;MOTOCICLETA;1235
BA;JUSSIAPE;MOTONETA;35
BA;JUSSIAPE;ONIBUS;31
BA;JUSSIAPE;QUADRICICLO;0
BA;JUSSIAPE;REBOQUE;10
BA;JUSSIAPE;SEMI-REBOQUE;0
BA;JUSSIAPE;SIDE-CAR;0
BA;JUSSIAPE;OUTROS;0
BA;JUSSIAPE;TRATOR ESTEI;0
BA;JUSSIAPE;TRATOR RODAS;0
BA;JUSSIAPE;TRICICLO;0
BA;JUSSIAPE;UTILITARIO;6
BA;LAFAIETE COUTINHO;AUTOMOVEL;197
BA;LAFAIETE COUTINHO;BONDE;0
BA;LAFAIETE COUTINHO;CAMINHAO;28
BA;LAFAIETE COUTINHO;CAMINHAO TRATOR;0
BA;LAFAIETE COUTINHO;CAMINHONETE;77
BA;LAFAIETE COUTINHO;CAMIONETA;6
BA;LAFAIETE COUTINHO;CHASSI PLATAF;0
BA;LAFAIETE COUTINHO;CICLOMOTOR;0
BA;LAFAIETE COUTINHO;MICRO-ONIBUS;4
BA;LAFAIETE COUTINHO;MOTOCICLETA;334
BA;LAFAIETE COUTINHO;MOTONETA;22
BA;LAFAIETE COUTINHO;ONIBUS;10
BA;LAFAIETE COUTINHO;QUADRICICLO;0
BA;LAFAIETE COUTINHO;REBOQUE;8
BA;LAFAIETE COUTINHO;SEMI-REBOQUE;0
BA;LAFAIETE COUTINHO;SIDE-CAR;0
BA;LAFAIETE COUTINHO;OUTROS;0
BA;LAFAIETE COUTINHO;TRATOR ESTEI;0
BA;LAFAIETE COUTINHO;TRATOR RODAS;0
BA;LAFAIETE COUTINHO;TRICICLO;1
BA;LAFAIETE COUTINHO;UTILITARIO;3
BA;LAGEDO DO TABOCAL;AUTOMOVEL;574
BA;LAGEDO DO TABOCAL;BONDE;0
BA;LAGEDO DO TABOCAL;CAMINHAO;55
BA;LAGEDO DO TABOCAL;CAMINHAO TRATOR;3
BA;LAGEDO DO TABOCAL;CAMINHONETE;161
BA;LAGEDO DO TABOCAL;CAMIONETA;18
BA;LAGEDO DO TABOCAL;CHASSI PLATAF;0
BA;LAGEDO DO TABOCAL;CICLOMOTOR;0
BA;LAGEDO DO TABOCAL;MICRO-ONIBUS;11
BA;LAGEDO DO TABOCAL;MOTOCICLETA;551
BA;LAGEDO DO TABOCAL;MOTONETA;26
BA;LAGEDO DO TABOCAL;ONIBUS;15
BA;LAGEDO DO TABOCAL;QUADRICICLO;0
BA;LAGEDO DO TABOCAL;REBOQUE;8
BA;LAGEDO DO TABOCAL;SEMI-REBOQUE;0
BA;LAGEDO DO TABOCAL;SIDE-CAR;0
BA;LAGEDO DO TABOCAL;OUTROS;0
BA;LAGEDO DO TABOCAL;TRATOR ESTEI;0
BA;LAGEDO DO TABOCAL;TRATOR RODAS;0
BA;LAGEDO DO TABOCAL;TRICICLO;1
BA;LAGEDO DO TABOCAL;UTILITARIO;2
BA;LAGOA REAL;AUTOMOVEL;1039
BA;LAGOA REAL;BONDE;0
BA;LAGOA REAL;CAMINHAO;108
BA;LAGOA REAL;CAMINHAO TRATOR;11
BA;LAGOA REAL;CAMINHONETE;482
BA;LAGOA REAL;CAMIONETA;42
BA;LAGOA REAL;CHASSI PLATAF;0
BA;LAGOA REAL;CICLOMOTOR;1
BA;LAGOA REAL;MICRO-ONIBUS;31
BA;LAGOA REAL;MOTOCICLETA;550
BA;LAGOA REAL;MOTONETA;31
BA;LAGOA REAL;ONIBUS;41
BA;LAGOA REAL;QUADRICICLO;0
BA;LAGOA REAL;REBOQUE;14
BA;LAGOA REAL;SEMI-REBOQUE;13
BA;LAGOA REAL;SIDE-CAR;0
BA;LAGOA REAL;OUTROS;0
BA;LAGOA REAL;TRATOR ESTEI;0
BA;LAGOA REAL;TRATOR RODAS;0
BA;LAGOA REAL;TRICICLO;1
BA;LAGOA REAL;UTILITARIO;4
BA;LAJE;AUTOMOVEL;1501
BA;LAJE;BONDE;0
BA;LAJE;CAMINHAO;201
BA;LAJE;CAMINHAO TRATOR;7
BA;LAJE;CAMINHONETE;416
BA;LAJE;CAMIONETA;157
BA;LAJE;CHASSI PLATAF;0
BA;LAJE;CICLOMOTOR;5
BA;LAJE;MICRO-ONIBUS;118
BA;LAJE;MOTOCICLETA;2622
BA;LAJE;MOTONETA;204
BA;LAJE;ONIBUS;57
BA;LAJE;QUADRICICLO;0
BA;LAJE;REBOQUE;43
BA;LAJE;SEMI-REBOQUE;9
BA;LAJE;SIDE-CAR;0
BA;LAJE;OUTROS;0
BA;LAJE;TRATOR ESTEI;0
BA;LAJE;TRATOR RODAS;0
BA;LAJE;TRICICLO;0
BA;LAJE;UTILITARIO;11
BA;LAJEDAO;AUTOMOVEL;428
BA;LAJEDAO;BONDE;0
BA;LAJEDAO;CAMINHAO;8
BA;LAJEDAO;CAMINHAO TRATOR;2
BA;LAJEDAO;CAMINHONETE;89
BA;LAJEDAO;CAMIONETA;11
BA;LAJEDAO;CHASSI PLATAF;0
BA;LAJEDAO;CICLOMOTOR;0
BA;LAJEDAO;MICRO-ONIBUS;1
BA;LAJEDAO;MOTOCICLETA;251
BA;LAJEDAO;MOTONETA;23
BA;LAJEDAO;ONIBUS;14
BA;LAJEDAO;QUADRICICLO;0
BA;LAJEDAO;REBOQUE;40
BA;LAJEDAO;SEMI-REBOQUE;4
BA;LAJEDAO;SIDE-CAR;0
BA;LAJEDAO;OUTROS;0
BA;LAJEDAO;TRATOR ESTEI;0
BA;LAJEDAO;TRATOR RODAS;0
BA;LAJEDAO;TRICICLO;0
BA;LAJEDAO;UTILITARIO;3
BA;LAJEDINHO;AUTOMOVEL;183
BA;LAJEDINHO;BONDE;0
BA;LAJEDINHO;CAMINHAO;12
BA;LAJEDINHO;CAMINHAO TRATOR;1
BA;LAJEDINHO;CAMINHONETE;61
BA;LAJEDINHO;CAMIONETA;12
BA;LAJEDINHO;CHASSI PLATAF;0
BA;LAJEDINHO;CICLOMOTOR;0
BA;LAJEDINHO;MICRO-ONIBUS;8
BA;LAJEDINHO;MOTOCICLETA;232
BA;LAJEDINHO;MOTONETA;26
BA;LAJEDINHO;ONIBUS;17
BA;LAJEDINHO;QUADRICICLO;0
BA;LAJEDINHO;REBOQUE;3
BA;LAJEDINHO;SEMI-REBOQUE;0
BA;LAJEDINHO;SIDE-CAR;0
BA;LAJEDINHO;OUTROS;0
BA;LAJEDINHO;TRATOR ESTEI;0
BA;LAJEDINHO;TRATOR RODAS;0
BA;LAJEDINHO;TRICICLO;0
BA;LAJEDINHO;UTILITARIO;0
BA;LAMARAO;AUTOMOVEL;361
BA;LAMARAO;BONDE;0
BA;LAMARAO;CAMINHAO;14
BA;LAMARAO;CAMINHAO TRATOR;2
BA;LAMARAO;CAMINHONETE;42
BA;LAMARAO;CAMIONETA;62
BA;LAMARAO;CHASSI PLATAF;0
BA;LAMARAO;CICLOMOTOR;0
BA;LAMARAO;MICRO-ONIBUS;16
BA;LAMARAO;MOTOCICLETA;544
BA;LAMARAO;MOTONETA;22
BA;LAMARAO;ONIBUS;10
BA;LAMARAO;QUADRICICLO;0
BA;LAMARAO;REBOQUE;31
BA;LAMARAO;SEMI-REBOQUE;0
BA;LAMARAO;SIDE-CAR;0
BA;LAMARAO;OUTROS;0
BA;LAMARAO;TRATOR ESTEI;0
BA;LAMARAO;TRATOR RODAS;0
BA;LAMARAO;TRICICLO;0
BA;LAMARAO;UTILITARIO;3
BA;LAPAO;AUTOMOVEL;2342
BA;LAPAO;BONDE;0
BA;LAPAO;CAMINHAO;186
BA;LAPAO;CAMINHAO TRATOR;5
BA;LAPAO;CAMINHONETE;518
BA;LAPAO;CAMIONETA;33
BA;LAPAO;CHASSI PLATAF;3
BA;LAPAO;CICLOMOTOR;1
BA;LAPAO;MICRO-ONIBUS;25
BA;LAPAO;MOTOCICLETA;1995
BA;LAPAO;MOTONETA;92
BA;LAPAO;ONIBUS;62
BA;LAPAO;QUADRICICLO;0
BA;LAPAO;REBOQUE;50
BA;LAPAO;SEMI-REBOQUE;8
BA;LAPAO;SIDE-CAR;0
BA;LAPAO;OUTROS;0
BA;LAPAO;TRATOR ESTEI;0
BA;LAPAO;TRATOR RODAS;0
BA;LAPAO;TRICICLO;1
BA;LAPAO;UTILITARIO;16
BA;LAURO DE FREITAS;AUTOMOVEL;46875
BA;LAURO DE FREITAS;BONDE;0
BA;LAURO DE FREITAS;CAMINHAO;2526
BA;LAURO DE FREITAS;CAMINHAO TRATOR;306
BA;LAURO DE FREITAS;CAMINHONETE;7945
BA;LAURO DE FREITAS;CAMIONETA;4698
BA;LAURO DE FREITAS;CHASSI PLATAF;1
BA;LAURO DE FREITAS;CICLOMOTOR;520
BA;LAURO DE FREITAS;MICRO-ONIBUS;511
BA;LAURO DE FREITAS;MOTOCICLETA;13608
BA;LAURO DE FREITAS;MOTONETA;1531
BA;LAURO DE FREITAS;ONIBUS;764
BA;LAURO DE FREITAS;QUADRICICLO;0
BA;LAURO DE FREITAS;REBOQUE;1936
BA;LAURO DE FREITAS;SEMI-REBOQUE;452
BA;LAURO DE FREITAS;SIDE-CAR;12
BA;LAURO DE FREITAS;OUTROS;11
BA;LAURO DE FREITAS;TRATOR ESTEI;0
BA;LAURO DE FREITAS;TRATOR RODAS;12
BA;LAURO DE FREITAS;TRICICLO;73
BA;LAURO DE FREITAS;UTILITARIO;1909
BA;LENCOIS;AUTOMOVEL;831
BA;LENCOIS;BONDE;0
BA;LENCOIS;CAMINHAO;52
BA;LENCOIS;CAMINHAO TRATOR;2
BA;LENCOIS;CAMINHONETE;192
BA;LENCOIS;CAMIONETA;78
BA;LENCOIS;CHASSI PLATAF;0
BA;LENCOIS;CICLOMOTOR;1
BA;LENCOIS;MICRO-ONIBUS;27
BA;LENCOIS;MOTOCICLETA;1595
BA;LENCOIS;MOTONETA;117
BA;LENCOIS;ONIBUS;7
BA;LENCOIS;QUADRICICLO;0
BA;LENCOIS;REBOQUE;44
BA;LENCOIS;SEMI-REBOQUE;6
BA;LENCOIS;SIDE-CAR;1
BA;LENCOIS;OUTROS;0
BA;LENCOIS;TRATOR ESTEI;0
BA;LENCOIS;TRATOR RODAS;0
BA;LENCOIS;TRICICLO;7
BA;LENCOIS;UTILITARIO;25
BA;LICINIO DE ALMEIDA;AUTOMOVEL;1380
BA;LICINIO DE ALMEIDA;BONDE;0
BA;LICINIO DE ALMEIDA;CAMINHAO;136
BA;LICINIO DE ALMEIDA;CAMINHAO TRATOR;6
BA;LICINIO DE ALMEIDA;CAMINHONETE;393
BA;LICINIO DE ALMEIDA;CAMIONETA;38
BA;LICINIO DE ALMEIDA;CHASSI PLATAF;0
BA;LICINIO DE ALMEIDA;CICLOMOTOR;1
BA;LICINIO DE ALMEIDA;MICRO-ONIBUS;27
BA;LICINIO DE ALMEIDA;MOTOCICLETA;1054
BA;LICINIO DE ALMEIDA;MOTONETA;92
BA;LICINIO DE ALMEIDA;ONIBUS;23
BA;LICINIO DE ALMEIDA;QUADRICICLO;0
BA;LICINIO DE ALMEIDA;REBOQUE;14
BA;LICINIO DE ALMEIDA;SEMI-REBOQUE;4
BA;LICINIO DE ALMEIDA;SIDE-CAR;0
BA;LICINIO DE ALMEIDA;OUTROS;0
BA;LICINIO DE ALMEIDA;TRATOR ESTEI;0
BA;LICINIO DE ALMEIDA;TRATOR RODAS;0
BA;LICINIO DE ALMEIDA;TRICICLO;1
BA;LICINIO DE ALMEIDA;UTILITARIO;13
BA;LIVRAMENTO DE NOSSA SENHORA;AUTOMOVEL;4991
BA;LIVRAMENTO DE NOSSA SENHORA;BONDE;0
BA;LIVRAMENTO DE NOSSA SENHORA;CAMINHAO;597
BA;LIVRAMENTO DE NOSSA SENHORA;CAMINHAO TRATOR;46
BA;LIVRAMENTO DE NOSSA SENHORA;CAMINHONETE;2092
BA;LIVRAMENTO DE NOSSA SENHORA;CAMIONETA;222
BA;LIVRAMENTO DE NOSSA SENHORA;CHASSI PLATAF;0
BA;LIVRAMENTO DE NOSSA SENHORA;CICLOMOTOR;7
BA;LIVRAMENTO DE NOSSA SENHORA;MICRO-ONIBUS;85
BA;LIVRAMENTO DE NOSSA SENHORA;MOTOCICLETA;9905
BA;LIVRAMENTO DE NOSSA SENHORA;MOTONETA;379
BA;LIVRAMENTO DE NOSSA SENHORA;ONIBUS;160
BA;LIVRAMENTO DE NOSSA SENHORA;QUADRICICLO;0
BA;LIVRAMENTO DE NOSSA SENHORA;REBOQUE;69
BA;LIVRAMENTO DE NOSSA SENHORA;SEMI-REBOQUE;60
BA;LIVRAMENTO DE NOSSA SENHORA;SIDE-CAR;0
BA;LIVRAMENTO DE NOSSA SENHORA;OUTROS;1
BA;LIVRAMENTO DE NOSSA SENHORA;TRATOR ESTEI;0
BA;LIVRAMENTO DE NOSSA SENHORA;TRATOR RODAS;0
BA;LIVRAMENTO DE NOSSA SENHORA;TRICICLO;19
BA;LIVRAMENTO DE NOSSA SENHORA;UTILITARIO;80
BA;LUIS EDUARDO MAGALHAES;AUTOMOVEL;18510
BA;LUIS EDUARDO MAGALHAES;BONDE;0
BA;LUIS EDUARDO MAGALHAES;CAMINHAO;2180
BA;LUIS EDUARDO MAGALHAES;CAMINHAO TRATOR;2568
BA;LUIS EDUARDO MAGALHAES;CAMINHONETE;7373
BA;LUIS EDUARDO MAGALHAES;CAMIONETA;1345
BA;LUIS EDUARDO MAGALHAES;CHASSI PLATAF;0
BA;LUIS EDUARDO MAGALHAES;CICLOMOTOR;31
BA;LUIS EDUARDO MAGALHAES;MICRO-ONIBUS;158
BA;LUIS EDUARDO MAGALHAES;MOTOCICLETA;12343
BA;LUIS EDUARDO MAGALHAES;MOTONETA;4498
BA;LUIS EDUARDO MAGALHAES;ONIBUS;328
BA;LUIS EDUARDO MAGALHAES;QUADRICICLO;0
BA;LUIS EDUARDO MAGALHAES;REBOQUE;1987
BA;LUIS EDUARDO MAGALHAES;SEMI-REBOQUE;4971
BA;LUIS EDUARDO MAGALHAES;SIDE-CAR;21
BA;LUIS EDUARDO MAGALHAES;OUTROS;6
BA;LUIS EDUARDO MAGALHAES;TRATOR ESTEI;0
BA;LUIS EDUARDO MAGALHAES;TRATOR RODAS;9
BA;LUIS EDUARDO MAGALHAES;TRICICLO;41
BA;LUIS EDUARDO MAGALHAES;UTILITARIO;1013
BA;MACAJUBA;AUTOMOVEL;535
BA;MACAJUBA;BONDE;0
BA;MACAJUBA;CAMINHAO;42
BA;MACAJUBA;CAMINHAO TRATOR;1
BA;MACAJUBA;CAMINHONETE;172
BA;MACAJUBA;CAMIONETA;25
BA;MACAJUBA;CHASSI PLATAF;0
BA;MACAJUBA;CICLOMOTOR;1
BA;MACAJUBA;MICRO-ONIBUS;34
BA;MACAJUBA;MOTOCICLETA;730
BA;MACAJUBA;MOTONETA;76
BA;MACAJUBA;ONIBUS;42
BA;MACAJUBA;QUADRICICLO;0
BA;MACAJUBA;REBOQUE;6
BA;MACAJUBA;SEMI-REBOQUE;2
BA;MACAJUBA;SIDE-CAR;0
BA;MACAJUBA;OUTROS;0
BA;MACAJUBA;TRATOR ESTEI;0
BA;MACAJUBA;TRATOR RODAS;0
BA;MACAJUBA;TRICICLO;1
BA;MACAJUBA;UTILITARIO;1
BA;MACARANI;AUTOMOVEL;1208
BA;MACARANI;BONDE;0
BA;MACARANI;CAMINHAO;101
BA;MACARANI;CAMINHAO TRATOR;2
BA;MACARANI;CAMINHONETE;356
BA;MACARANI;CAMIONETA;52
BA;MACARANI;CHASSI PLATAF;0
BA;MACARANI;CICLOMOTOR;1
BA;MACARANI;MICRO-ONIBUS;14
BA;MACARANI;MOTOCICLETA;1756
BA;MACARANI;MOTONETA;40
BA;MACARANI;ONIBUS;20
BA;MACARANI;QUADRICICLO;0
BA;MACARANI;REBOQUE;26
BA;MACARANI;SEMI-REBOQUE;3
BA;MACARANI;SIDE-CAR;0
BA;MACARANI;OUTROS;0
BA;MACARANI;TRATOR ESTEI;0
BA;MACARANI;TRATOR RODAS;0
BA;MACARANI;TRICICLO;0
BA;MACARANI;UTILITARIO;10
BA;MACAUBAS;AUTOMOVEL;3862
BA;MACAUBAS;BONDE;0
BA;MACAUBAS;CAMINHAO;306
BA;MACAUBAS;CAMINHAO TRATOR;22
BA;MACAUBAS;CAMINHONETE;1464
BA;MACAUBAS;CAMIONETA;159
BA;MACAUBAS;CHASSI PLATAF;0
BA;MACAUBAS;CICLOMOTOR;3
BA;MACAUBAS;MICRO-ONIBUS;58
BA;MACAUBAS;MOTOCICLETA;6005
BA;MACAUBAS;MOTONETA;883
BA;MACAUBAS;ONIBUS;291
BA;MACAUBAS;QUADRICICLO;0
BA;MACAUBAS;REBOQUE;41
BA;MACAUBAS;SEMI-REBOQUE;20
BA;MACAUBAS;SIDE-CAR;0
BA;MACAUBAS;OUTROS;1
BA;MACAUBAS;TRATOR ESTEI;0
BA;MACAUBAS;TRATOR RODAS;0
BA;MACAUBAS;TRICICLO;1
BA;MACAUBAS;UTILITARIO;73
BA;MACURURE;AUTOMOVEL;272
BA;MACURURE;BONDE;0
BA;MACURURE;CAMINHAO;32
BA;MACURURE;CAMINHAO TRATOR;2
BA;MACURURE;CAMINHONETE;121
BA;MACURURE;CAMIONETA;10
BA;MACURURE;CHASSI PLATAF;0
BA;MACURURE;CICLOMOTOR;0
BA;MACURURE;MICRO-ONIBUS;6
BA;MACURURE;MOTOCICLETA;336
BA;MACURURE;MOTONETA;10
